  date	amount
2/2/21	16
2/2/21	5
2/2/21	5
2/3/21	2
2/3/21	2
2/3/21	1
2/3/21	4
2/3/21	73.18
2/3/21	72.08
2/3/21	21.21
2/3/21	1
2/3/21	0.99
2/3/21	570
2/3/21	5
2/3/21	5
2/3/21	22
2/3/21	22
2/3/21	26.2
2/3/21	25
2/3/21	24.72
2/4/21	9
2/4/21	1
2/4/21	4
2/4/21	8.26
2/4/21	2
2/4/21	2
2/4/21	2
2/4/21	588.7
2/4/21	580
2/4/21	2.5
2/4/21	2
2/4/21	23.64
2/4/21	21.5
2/4/21	0.5
2/4/21	20
2/4/21	19.5
2/4/21	1.6
2/4/21	1
2/4/21	10
2/4/21	584.87
2/4/21	593.78
2/4/21	585
2/4/21	572
2/5/21	10.6
2/5/21	10
2/5/21	9.95
2/5/21	1
2/5/21	10
2/5/21	1
2/5/21	8
2/5/21	2
2/5/21	2
2/5/21	2
2/5/21	3
2/5/21	3
2/5/21	10
2/5/21	9.6
2/5/21	9
2/5/21	8.86
2/5/21	99.12
2/5/21	98.18
2/5/21	7.6
2/5/21	7
2/5/21	7.63
2/5/21	7.67
2/5/21	7.07
2/5/21	6.96
2/5/21	11
2/5/21	11
2/5/21	10
2/5/21	10
2/5/21	10
2/5/21	10
2/5/21	5
2/5/21	4
2/5/21	4
2/5/21	17.42
2/5/21	576.32
2/5/21	10
2/5/21	22.1
2/5/21	2
2/5/21	1
2/5/21	21.57
2/5/21	20.37
2/5/21	42.22
2/5/21	0.2
2/5/21	3.6
2/5/21	3
2/6/21	3
2/6/21	2.96
2/6/21	3
2/6/21	310
2/6/21	5.6
2/6/21	5
2/6/21	5
2/6/21	5.82
2/6/21	7
2/6/21	0.3
2/6/21	20.26
2/6/21	20.26
2/6/21	20.26
2/6/21	21.2
2/6/21	20
2/6/21	19.85
2/6/21	411.88
2/6/21	406
2/6/21	400
2/6/21	6.6
2/6/21	6
2/6/21	400
2/6/21	2
2/6/21	2
2/6/21	0.99
2/6/21	1
2/6/21	20.55
2/6/21	11
2/7/21	1
2/7/21	14.21
2/7/21	14.2
2/7/21	13
2/7/21	12
2/7/21	363.16
2/7/21	350
2/8/21	21.28
2/8/21	21
2/8/21	3
2/8/21	13.2
2/8/21	12
2/8/21	4.6
2/8/21	4
2/8/21	2.6
2/8/21	2
2/8/21	5.92
2/8/21	50
2/8/21	50
2/8/21	4.6
2/8/21	4
2/8/21	17.2
2/8/21	16
2/8/21	19
2/8/21	19
2/8/21	9
2/8/21	9
2/9/21	10.6
2/9/21	10
2/9/21	95.84
2/9/21	98.49
2/9/21	659.75
2/9/21	650
2/9/21	0.98
2/9/21	1
2/9/21	1
2/9/21	1
2/9/21	1
2/9/21	2
2/9/21	1
2/10/21	213.28
2/10/21	0.98
2/10/21	0.98
2/10/21	0.98
2/10/21	0.98
2/10/21	0.98
2/10/21	0.98
2/10/21	0.98
2/10/21	13.24
2/10/21	1
2/10/21	10.6
2/10/21	10.6
2/10/21	10
2/10/21	10
2/10/21	20
2/10/21	20
2/10/21	20
2/10/21	20
2/10/21	20
2/10/21	20
2/10/21	19
2/10/21	90
2/10/21	98.5
2/10/21	0.98
2/10/21	4.92
2/10/21	9.85
2/11/21	0.98
2/11/21	50.63
2/11/21	1
2/11/21	1
2/11/21	500
2/11/21	20
2/11/21	7.6
2/11/21	7
2/11/21	0.94
2/11/21	50
2/11/21	40
2/11/21	40
2/11/21	5
2/11/21	5
2/11/21	4
2/11/21	19.7
2/11/21	49.25
2/11/21	9.85
2/11/21	2.1
2/11/21	1.5
2/11/21	1
2/11/21	9.85
2/11/21	5
2/11/21	5
2/11/21	5
2/11/21	5
2/11/21	4
2/11/21	4
2/11/21	9.85
2/11/21	4.92
2/11/21	4.92
2/12/21	38
2/12/21	38
2/12/21	9.85
2/12/21	2.4
2/12/21	1.8
2/12/21	0.7
2/12/21	1.23
2/12/21	4.92
2/12/21	1
2/12/21	1
2/12/21	1
2/12/21	0.1
2/12/21	0.1
2/12/21	497
2/12/21	4.92
2/12/21	3
2/12/21	50
2/12/21	50
2/12/21	8.6
2/12/21	8
2/12/21	48
2/12/21	48
2/12/21	99
2/12/21	50.5
2/12/21	18.67
2/12/21	296.13
2/12/21	90
2/12/21	10
2/12/21	10
2/13/21	3
2/13/21	1015
2/13/21	1000
2/13/21	1260
2/13/21	1260
2/13/21	4.92
2/13/21	10
2/13/21	10
2/13/21	1
2/13/21	1
2/13/21	1
2/13/21	1
2/13/21	197
2/13/21	197
2/13/21	197
2/13/21	40
2/13/21	40
2/13/21	199
2/13/21	199
2/13/21	20
2/13/21	20
2/13/21	10
2/13/21	10
2/13/21	199
2/13/21	199
2/13/21	195
2/13/21	195
2/13/21	2
2/13/21	2
2/13/21	22
2/13/21	22
2/13/21	195
2/13/21	195
2/13/21	20
2/13/21	20
2/13/21	97.85
2/13/21	4.92
2/13/21	15
2/13/21	15
2/13/21	199
2/13/21	199
2/13/21	4.92
2/13/21	9.85
2/13/21	4.92
2/13/21	4.92
2/13/21	20
2/13/21	20
2/13/21	300
2/13/21	300
2/13/21	5
2/13/21	20
2/13/21	20
2/13/21	20
2/13/21	20
2/13/21	997
2/13/21	4.92
2/13/21	13.92
2/13/21	9.85
2/13/21	9
2/13/21	9.85
2/13/21	9.85
2/13/21	9.85
2/13/21	9.85
2/13/21	500
2/13/21	500
2/13/21	9.85
2/13/21	1997
2/13/21	9.85
2/13/21	5
2/13/21	5
2/13/21	0.3
2/13/21	0.3
2/13/21	13.48
2/13/21	14
2/13/21	4.92
2/13/21	4.92
2/13/21	10
2/13/21	10
2/13/21	10
2/13/21	9
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	9.85
2/13/21	4.92
2/13/21	9.85
2/13/21	9.85
2/13/21	2
2/13/21	1
2/13/21	10.84
2/13/21	10.84
2/13/21	9.2
2/13/21	9.2
2/13/21	0.98
2/13/21	9.85
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	0.98
2/13/21	9.85
2/13/21	0.98
2/13/21	0.98
2/13/21	5.6
2/13/21	5
2/13/21	0.98
2/13/21	9.85
2/13/21	9.5
2/13/21	9.85
2/13/21	9
2/13/21	9.85
2/13/21	20
2/13/21	20
2/13/21	9.85
2/13/21	1.2
2/13/21	9.85
2/13/21	9.85
2/13/21	9.85
2/13/21	9.85
2/13/21	19
2/13/21	19
2/13/21	15
2/14/21	9.85
2/14/21	9.85
2/14/21	9
2/14/21	9
2/14/21	207.64
2/14/21	1
2/14/21	9.85
2/14/21	1
2/14/21	1
2/14/21	200
2/14/21	2
2/14/21	10
2/14/21	10
2/14/21	3.5
2/14/21	9.85
2/14/21	9.85
2/14/21	6
2/14/21	6
2/14/21	5.6
2/14/21	5
2/14/21	1
2/14/21	98.5
2/14/21	98.5
2/14/21	9.85
2/14/21	8.89
2/14/21	8.29
2/14/21	9.85
2/14/21	3
2/14/21	20.5
2/14/21	31.35
2/14/21	30
2/14/21	10
2/14/21	10
2/14/21	9
2/14/21	9
2/14/21	5
2/14/21	10
2/14/21	19.7
2/14/21	19.7
2/14/21	10
2/14/21	8
2/14/21	18
2/14/21	19.7
2/14/21	19.7
2/14/21	-100
2/14/21	19.7
2/14/21	9.85
2/14/21	90
2/14/21	90
2/14/21	19.7
2/14/21	19.7
2/14/21	73.05
2/14/21	19.7
2/14/21	19.7
2/14/21	19.7
2/14/21	19.7
2/14/21	1
2/14/21	9.82
2/14/21	9.22
2/14/21	19.7
2/14/21	9.85
2/14/21	19.7
2/14/21	9.85
2/14/21	19.7
2/14/21	98.5
2/14/21	9.85
2/14/21	9.85
2/14/21	10
2/14/21	10
2/14/21	10
2/14/21	9.85
2/14/21	2
2/14/21	2
2/14/21	9.5
2/14/21	9.85
2/14/21	19.7
2/14/21	19.7
2/14/21	100
2/14/21	100
2/14/21	10
2/14/21	30
2/14/21	97.5
2/14/21	97.5
2/14/21	17
2/14/21	17
2/14/21	41.92
2/14/21	26.28
2/14/21	19.7
2/14/21	10
2/14/21	10
2/14/21	9
2/14/21	9
2/14/21	5.6
2/14/21	5
2/14/21	2
2/15/21	1
2/15/21	1
2/15/21	1
2/15/21	30
2/15/21	4
2/15/21	1
2/15/21	10
2/15/21	19.7
2/15/21	14.59
2/15/21	1.64
2/15/21	-1000
2/15/21	1000
2/15/21	1000
2/15/21	928.07
2/15/21	17.6
2/15/21	17.6
2/15/21	95
2/15/21	95
2/15/21	93
2/15/21	97.5
2/15/21	95
2/15/21	90
2/15/21	5
2/15/21	2.6
2/15/21	2
2/15/21	3
2/15/21	1
2/15/21	4
2/15/21	4
2/15/21	10
2/15/21	19.7
2/15/21	10
2/15/21	10
2/15/21	4.92
2/15/21	4.92
2/15/21	19.7
2/15/21	20
2/15/21	20
2/15/21	222
2/15/21	98.5
2/15/21	98.5
2/15/21	98.5
2/15/21	98.5
2/15/21	20
2/15/21	20
2/15/21	50
2/15/21	9.85
2/15/21	9.85
2/15/21	18.8
2/15/21	18.8
2/15/21	1.97
2/15/21	2.96
2/15/21	9.85
2/15/21	1
2/15/21	1
2/15/21	9.85
2/15/21	4.92
2/15/21	19.7
2/15/21	10
2/15/21	9
2/15/21	9
2/15/21	10
2/15/21	10
2/15/21	50
2/15/21	8.6
2/15/21	8
2/16/21	7.5
2/16/21	9.85
2/16/21	1
2/16/21	1
2/16/21	1
2/16/21	1
2/16/21	30
2/16/21	4
2/16/21	1
2/16/21	2.96
2/16/21	8.86
2/16/21	8.86
2/16/21	2
2/16/21	2
2/16/21	55.73
2/16/21	1
2/16/21	10
2/16/21	10
2/16/21	75.5
2/16/21	75.5
2/16/21	4.92
2/16/21	997
2/16/21	997
2/16/21	997
2/16/21	16.74
2/16/21	4.92
2/16/21	3
2/16/21	3
2/16/21	3
2/16/21	14
2/16/21	14
2/16/21	9
2/16/21	29.55
2/16/21	18
2/16/21	18
2/16/21	17.73
2/16/21	15
2/16/21	15
2/16/21	9.85
2/16/21	9.85
2/16/21	9.85
2/16/21	5
2/16/21	5
2/16/21	9.85
2/16/21	9.85
2/16/21	3
2/16/21	3
2/16/21	9.85
2/16/21	9
2/16/21	9
2/16/21	5
2/16/21	10
2/16/21	4
2/16/21	19.7
2/16/21	10
2/16/21	10
2/16/21	4.92
2/16/21	19.7
2/16/21	3.92
2/16/21	3.92
2/16/21	5
2/16/21	10
2/16/21	8
2/16/21	20
2/16/21	2
2/16/21	9.85
2/16/21	9.85
2/16/21	10
2/16/21	19.7
2/16/21	197
2/16/21	4.92
2/16/21	197
2/16/21	197
2/16/21	197
2/16/21	197
2/16/21	505
2/16/21	197
2/16/21	9.85
2/16/21	49.25
2/16/21	1164.5
2/16/21	1164.5
2/16/21	45
2/16/21	45
2/16/21	20
2/16/21	19.7
2/16/21	9.85
2/16/21	121.16
2/16/21	598
2/16/21	598
2/16/21	446.77
2/16/21	14.78
2/16/21	4.92
2/16/21	4
2/16/21	4.92
2/17/21	220
2/17/21	5
2/17/21	5
2/17/21	5
2/17/21	1
2/17/21	1
2/17/21	1
2/17/21	2
2/17/21	1
2/17/21	30
2/17/21	5
2/17/21	4
2/17/21	20
2/17/21	4
2/17/21	5
2/17/21	4
2/17/21	1
2/17/21	10.28
2/17/21	1171.89
2/17/21	120
2/17/21	3.13
2/17/21	5
2/17/21	5
2/17/21	10
2/17/21	10
2/17/21	35
2/17/21	35
2/17/21	33
2/17/21	33
2/17/21	4.92
2/17/21	98.5
2/17/21	1
2/17/21	9
2/17/21	5
2/17/21	100
2/17/21	9
2/17/21	9
2/17/21	8.5
2/17/21	8.5
2/17/21	49.25
2/17/21	20
2/17/21	130
2/17/21	130
2/17/21	9
2/17/21	5
2/17/21	5
2/17/21	2
2/17/21	2
2/17/21	9.85
2/17/21	9.85
2/17/21	11
2/17/21	11
2/17/21	14.78
2/17/21	29.55
2/17/21	2
2/17/21	2
2/17/21	9.85
2/17/21	8
2/17/21	1
2/17/21	1550
2/17/21	1550
2/17/21	98.5
2/17/21	98.5
2/17/21	9.85
2/17/21	42.36
2/17/21	9.85
2/17/21	9.85
2/17/21	19
2/17/21	10
2/17/21	10
2/17/21	9
2/17/21	11
2/17/21	11
2/17/21	10
2/18/21	1
2/18/21	1
2/18/21	1
2/18/21	30
2/18/21	4
2/18/21	20
2/18/21	4
2/18/21	5
2/18/21	4
2/18/21	1
2/18/21	19.7
2/18/21	32.5
2/18/21	20
2/18/21	10
2/18/21	1
2/18/21	2
2/18/21	600
2/18/21	600
2/18/21	16
2/18/21	16
2/18/21	9.85
2/18/21	247
2/18/21	194.5
2/18/21	194.5
2/18/21	4.92
2/18/21	48.1
2/18/21	48.1
2/18/21	9.85
2/18/21	1.06
2/18/21	580.1
2/18/21	500
2/18/21	500
2/18/21	1050.1
2/18/21	1050.1
2/18/21	227
2/18/21	227
2/18/21	1550
2/18/21	1550
2/18/21	300
2/18/21	300
2/18/21	695
2/18/21	1
2/18/21	1
2/18/21	1
2/18/21	98.5
2/18/21	95
2/18/21	95
2/18/21	4
2/18/21	5
2/18/21	78.8
2/18/21	197
2/18/21	9.85
2/18/21	9.85
2/19/21	19.7
2/19/21	1
2/19/21	1
2/19/21	1
2/19/21	20
2/19/21	2
2/19/21	10
2/19/21	30
2/19/21	4
2/19/21	5
2/19/21	4
2/19/21	1
2/19/21	5
2/19/21	1
2/19/21	47.96
2/19/21	9.85
2/19/21	19.7
2/19/21	1
2/19/21	19.7
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	9.85
2/19/21	15.2
2/19/21	14
2/19/21	4.92
2/19/21	4.92
2/19/21	3
2/19/21	2
2/19/21	4.92
2/19/21	9
2/19/21	9
2/19/21	19.7
2/19/21	14
2/19/21	14
2/19/21	9.85
2/19/21	9.4
2/19/21	9.85
2/19/21	5
2/19/21	5
2/19/21	4
2/19/21	2
2/19/21	2
2/19/21	1
2/19/21	2
2/19/21	6
2/19/21	19.7
2/19/21	50
2/19/21	8.5
2/19/21	19.7
2/19/21	497
2/19/21	9.85
2/19/21	49.25
2/19/21	18
2/19/21	18
2/19/21	5
2/19/21	19.7
2/19/21	19.7
2/19/21	30
2/19/21	30
2/19/21	19.7
2/19/21	19.7
2/19/21	19.7
2/19/21	19.7
2/19/21	20
2/19/21	20
2/19/21	20
2/19/21	15
2/19/21	15
2/19/21	10.85
2/19/21	187
2/19/21	187
2/19/21	98.5
2/19/21	10.8
2/19/21	10.8
2/19/21	10
2/19/21	9
2/19/21	9
2/19/21	9
2/19/21	54.1
2/19/21	54.1
2/19/21	51
2/19/21	51
2/19/21	45
2/19/21	98.5
2/19/21	5
2/19/21	19.7
2/19/21	40
2/19/21	5
2/19/21	5
2/19/21	9.85
2/19/21	19.7
2/19/21	29.55
2/19/21	29.55
2/20/21	1
2/20/21	1
2/20/21	1
2/20/21	5
2/20/21	1
2/20/21	30
2/20/21	20
2/20/21	2
2/20/21	1
2/20/21	10
2/20/21	30
2/20/21	5
2/20/21	5
2/20/21	5
2/20/21	4
2/20/21	1
2/20/21	5
2/20/21	1
2/20/21	30
2/20/21	30
2/20/21	5
2/20/21	8
2/20/21	9.85
2/20/21	9.85
2/20/21	50
2/20/21	3
2/20/21	3
2/20/21	19.7
2/20/21	98.5
2/20/21	1
2/20/21	9.85
2/20/21	94.39
2/20/21	5
2/20/21	5
2/20/21	9
2/20/21	1
2/20/21	50
2/20/21	98.5
2/20/21	19.7
2/20/21	93.99
2/20/21	9.85
2/20/21	749
2/20/21	10
2/20/21	1115
2/20/21	1115
2/20/21	1300
2/20/21	1300
2/20/21	50
2/20/21	50
2/20/21	4
2/20/21	4
2/20/21	4
2/20/21	39.4
2/20/21	50
2/20/21	19.7
2/20/21	19.7
2/20/21	19
2/20/21	19
2/20/21	19
2/20/21	19
2/20/21	18
2/20/21	18
2/20/21	261.12
2/20/21	365
2/20/21	19.7
2/20/21	2
2/20/21	2
2/20/21	47
2/20/21	47
2/20/21	9.85
2/20/21	17.03
2/20/21	19.7
2/20/21	19.7
2/21/21	9.85
2/21/21	1
2/21/21	1
2/21/21	20
2/21/21	2
2/21/21	1
2/21/21	1
2/21/21	10
2/21/21	30
2/21/21	10
2/21/21	5
2/21/21	5
2/21/21	5
2/21/21	5
2/21/21	1
2/21/21	5
2/21/21	1
2/21/21	1
2/21/21	426.52
2/21/21	10
2/21/21	10
2/21/21	420
2/21/21	20
2/21/21	20
2/21/21	15
2/21/21	15
2/21/21	9.85
2/21/21	29.55
2/21/21	24.62
2/21/21	1
2/21/21	49.25
2/21/21	49.25
2/21/21	9.85
2/21/21	15.5
2/21/21	197
2/21/21	78.8
2/21/21	20
2/21/21	20
2/21/21	78
2/21/21	78
2/21/21	178
2/21/21	178
2/21/21	8.6
2/21/21	8.6
2/21/21	8
2/21/21	170
2/21/21	170
2/21/21	28
2/21/21	50
2/21/21	50
2/21/21	1
2/21/21	1
2/21/21	5
2/21/21	5
2/21/21	105
2/21/21	105
2/21/21	99
2/21/21	99
2/21/21	3.1
2/21/21	3.1
2/21/21	80
2/21/21	80
2/21/21	29.55
2/21/21	25
2/21/21	25
2/21/21	20
2/21/21	19.7
2/21/21	19
2/21/21	19
2/21/21	13
2/22/21	35
2/22/21	35
2/22/21	1
2/22/21	1
2/22/21	1
2/22/21	20
2/22/21	1
2/22/21	1
2/22/21	10
2/22/21	30
2/22/21	5
2/22/21	5
2/22/21	5
2/22/21	5
2/22/21	5
2/22/21	5
2/22/21	1
2/22/21	1
2/22/21	7.88
2/22/21	2
2/22/21	2
2/22/21	25
2/22/21	19.7
2/22/21	18
2/22/21	18
2/22/21	98.5
2/22/21	4.92
2/22/21	1
2/22/21	9.85
2/22/21	8
2/22/21	9.85
2/22/21	200
2/22/21	18.5
2/22/21	18.5
2/22/21	1
2/22/21	49.25
2/22/21	9.85
2/22/21	997
2/22/21	1014
2/22/21	1014
2/22/21	50
2/22/21	10
2/22/21	70
2/22/21	997
2/22/21	19.7
2/22/21	17
2/22/21	17
2/22/21	80
2/22/21	31.52
2/22/21	197
2/22/21	98
2/22/21	98
2/22/21	95
2/22/21	5
2/22/21	10
2/22/21	5.9
2/22/21	4.3
2/22/21	8.3
2/23/21	1
2/23/21	1
2/23/21	1
2/23/21	20
2/23/21	2
2/23/21	1
2/23/21	1
2/23/21	10
2/23/21	10
2/23/21	30
2/23/21	10
2/23/21	5
2/23/21	5
2/23/21	5
2/23/21	5
2/23/21	5
2/23/21	1
2/23/21	5
2/23/21	9
2/23/21	9
2/23/21	20
2/23/21	140
2/23/21	150
2/23/21	150
2/23/21	9.85
2/23/21	997
2/23/21	5
2/23/21	9.4
2/23/21	9.85
2/23/21	157.6
2/23/21	10
2/23/21	10
2/23/21	98.5
2/23/21	98.5
2/23/21	190
2/23/21	161
2/23/21	161
2/23/21	5
2/23/21	9.85
2/23/21	20
2/23/21	20
2/23/21	29.55
2/23/21	5
2/23/21	4
2/23/21	4
2/23/21	13.12
2/23/21	1
2/23/21	1
2/23/21	10.84
2/23/21	3
2/23/21	3
2/23/21	11
2/23/21	50
2/23/21	50
2/23/21	9.85
2/23/21	20
2/23/21	19.7
2/23/21	18
2/23/21	19.7
2/23/21	10
2/23/21	10
2/23/21	50
2/23/21	40
2/23/21	1
2/23/21	20
2/23/21	20
2/23/21	9.85
2/23/21	1
2/23/21	2
2/23/21	9.85
2/23/21	4.92
2/24/21	1
2/24/21	1
2/24/21	1
2/24/21	20
2/24/21	2
2/24/21	5
2/24/21	1
2/24/21	5
2/24/21	1
2/24/21	100
2/24/21	10
2/24/21	5
2/24/21	5
2/24/21	5
2/24/21	0
2/24/21	5
2/24/21	5
2/24/21	2
2/24/21	5
2/24/21	10
2/24/21	5
2/24/21	2
2/24/21	387
2/24/21	75
2/24/21	75
2/24/21	10
2/24/21	49.2
2/24/21	49.2
2/24/21	10
2/24/21	17.87
2/24/21	17.87
2/24/21	9.85
2/24/21	9.85
2/24/21	20.68
2/24/21	10
2/24/21	10
2/24/21	15
2/24/21	9
2/24/21	147.5
2/24/21	147.5
2/24/21	40
2/24/21	40
2/24/21	38
2/24/21	38
2/24/21	391
2/24/21	391
2/24/21	7
2/24/21	7
2/24/21	6.5
2/24/21	7
2/24/21	5
2/24/21	7
2/24/21	0.2
2/24/21	0.2
2/24/21	9.85
2/24/21	9.85
2/24/21	64.02
2/24/21	49
2/24/21	49
2/24/21	19
2/24/21	10
2/24/21	10
2/24/21	19
2/24/21	17
2/24/21	17
2/24/21	15
2/24/21	15
2/24/21	29.55
2/24/21	19.7
2/24/21	9.85
2/24/21	49.25
2/24/21	1
2/24/21	49
2/24/21	220.28
2/24/21	221.38
2/24/21	220
2/24/21	10
2/24/21	10
2/24/21	210
2/24/21	15.2
2/24/21	7
2/24/21	54.91
2/25/21	1
2/25/21	1
2/25/21	1
2/25/21	20
2/25/21	2
2/25/21	1
2/25/21	1
2/25/21	10
2/25/21	1
2/25/21	5
2/25/21	5
2/25/21	1
2/25/21	0
2/25/21	5
2/25/21	5
2/25/21	10
2/25/21	2
2/25/21	5
2/25/21	10
2/25/21	5
2/25/21	40
2/25/21	40
2/25/21	5.7
2/25/21	5.7
2/25/21	8
2/25/21	8
2/25/21	6.06
2/25/21	100
2/25/21	224.61
2/25/21	204.47
2/25/21	15
2/25/21	7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	7.22
2/25/21	7.22
2/25/21	997
2/25/21	997
2/25/21	997
2/25/21	997
2/25/21	497
2/25/21	197
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	5.19
2/25/21	691.35
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	19.7
2/25/21	20
2/25/21	1.5
2/25/21	1.5
2/25/21	200
2/25/21	160
2/25/21	677
2/25/21	677
2/25/21	675
2/25/21	229.67
2/25/21	15
2/25/21	2.48
2/25/21	2.2
2/25/21	2.2
2/25/21	2
2/25/21	2
2/25/21	2
2/25/21	2
2/25/21	665
2/25/21	3.5
2/25/21	3.5
2/25/21	1
2/25/21	1
2/25/21	662
2/25/21	20
2/25/21	4.94
2/25/21	5
2/25/21	5
2/25/21	5
2/25/21	221.02
2/25/21	4.96
2/25/21	14
2/25/21	5
2/25/21	5
2/25/21	5.02
2/25/21	4.99
2/26/21	9
2/26/21	1
2/26/21	1
2/26/21	1
2/26/21	1
2/26/21	20
2/26/21	2
2/26/21	1
2/26/21	10
2/26/21	5
2/26/21	30
2/26/21	5
2/26/21	5
2/26/21	1
2/26/21	0
2/26/21	20
2/26/21	5
2/26/21	5
2/26/21	2
2/26/21	5
2/26/21	10
2/26/21	5
2/26/21	101
2/26/21	400
2/26/21	7.02
2/26/21	7.02
2/26/21	4.5
2/26/21	4.5
2/26/21	1021.22
2/26/21	30
2/26/21	1000
2/26/21	76
2/26/21	5
2/26/21	5
2/26/21	30
2/26/21	30
2/26/21	5
2/26/21	5
2/26/21	4.93
2/26/21	4.92
2/26/21	4.89
2/26/21	5
2/26/21	19.7
2/26/21	18
2/26/21	18
2/26/21	16
2/26/21	500
2/26/21	19.7
2/26/21	9.85
2/26/21	49.25
2/26/21	197
2/26/21	200
2/26/21	50
2/26/21	11.68
2/26/21	20
2/26/21	4
2/26/21	4
2/26/21	9.08
2/26/21	9.85
2/26/21	10
2/27/21	1
2/27/21	1
2/27/21	5
2/27/21	1
2/27/21	30
2/27/21	30
2/27/21	1
2/27/21	5
2/27/21	5
2/27/21	1
2/27/21	0
2/27/21	20
2/27/21	5
2/27/21	2
2/27/21	5
2/27/21	10
2/27/21	5
2/27/21	98.5
2/27/21	95
2/27/21	5
2/27/21	4
2/27/21	4
2/27/21	99.94
2/27/21	8.97
2/27/21	1
2/27/21	1
2/27/21	98.5
2/27/21	98.5
2/27/21	197
2/27/21	377.27
2/27/21	19.7
2/27/21	19.7
2/27/21	20
2/27/21	20
2/28/21	1
2/28/21	1
2/28/21	30
2/28/21	1
2/28/21	10
2/28/21	5
2/28/21	5
2/28/21	1
2/28/21	0
2/28/21	20
2/28/21	5
2/28/21	2
2/28/21	5
2/28/21	10
2/28/21	1
2/28/21	5
2/28/21	10
2/28/21	8
2/28/21	99.95
2/28/21	9.85
2/28/21	19.7
2/28/21	19
2/28/21	19
2/28/21	17
2/28/21	19.7
2/28/21	19.7
2/28/21	3
2/28/21	3
2/28/21	197
2/28/21	4.92
2/28/21	200
2/28/21	10
2/28/21	10
2/28/21	6
2/28/21	6
2/28/21	99.33
2/28/21	5
2/28/21	630.76
2/28/21	3.8
2/28/21	3.8
2/28/21	2
2/28/21	2
3/1/21	1
3/1/21	1
3/1/21	30
3/1/21	1
3/1/21	5
3/1/21	5
3/1/21	5
3/1/21	1
3/1/21	0
3/1/21	20
3/1/21	5
3/1/21	2
3/1/21	10
3/1/21	10
3/1/21	1
3/1/21	5
3/1/21	1
3/1/21	7.3
3/1/21	7.3
3/1/21	49.96
3/1/21	18
3/1/21	21.67
3/1/21	21.67
3/1/21	20
3/1/21	5
3/1/21	2
3/1/21	2
3/1/21	5
3/1/21	2
3/1/21	2
3/1/21	2
3/1/21	2
3/1/21	2
3/1/21	2
3/1/21	14
3/1/21	14
3/1/21	1
3/1/21	1
3/1/21	5
3/1/21	5
3/1/21	1
3/1/21	98.5
3/1/21	25
3/1/21	25
3/1/21	20
3/1/21	508
3/1/21	8
3/1/21	9.85
3/1/21	9.5
3/1/21	19.7
3/1/21	13
3/1/21	13
3/2/21	1
3/2/21	1
3/2/21	30
3/2/21	1
3/2/21	10
3/2/21	5
3/2/21	5
3/2/21	5
3/2/21	0
3/2/21	20
3/2/21	5
3/2/21	2
3/2/21	2
3/2/21	1
3/2/21	10
3/2/21	1
3/2/21	5
3/2/21	1
3/2/21	5
3/2/21	50
3/2/21	65
3/2/21	35
3/2/21	35
